x,y,z,vx,vy,vz,mass
-0.121431,0.481010,0.000000,-8.710286,-2.097259,0.000000,1.000000e-12
-0.120754,0.481486,0.000000,-8.710876,-2.083261,0.000000,1.000000e-12
-0.120076,0.481959,0.000000,-8.711446,-2.069313,0.000000,1.000000e-12
-0.119399,0.482432,0.000000,-8.711992,-2.055369,0.000000,1.000000e-12
-0.118721,0.482904,0.000000,-8.712502,-2.041445,0.000000,1.000000e-12
-0.118044,0.483374,0.000000,-8.712996,-2.027570,0.000000,1.000000e-12
-0.117366,0.483843,0.000000,-8.713464,-2.013696,0.000000,1.000000e-12
-0.116689,0.484312,0.000000,-8.713905,-1.999843,0.000000,1.000000e-12
-0.116011,0.484779,0.000000,-8.714325,-1.986021,0.000000,1.000000e-12
-0.115334,0.485244,0.000000,-8.714719,-1.972239,0.000000,1.000000e-12
-0.114657,0.485708,0.000000,-8.715092,-1.958476,0.000000,1.000000e-12
-0.113979,0.486171,0.000000,-8.715435,-1.944723,0.000000,1.000000e-12
-0.113302,0.486632,0.000000,-8.715759,-1.931014,0.000000,1.000000e-12
-0.112624,0.487094,0.000000,-8.716055,-1.917309,0.000000,1.000000e-12
-0.111946,0.487553,0.000000,-8.716329,-1.903625,0.000000,1.000000e-12
-0.111269,0.488011,0.000000,-8.716574,-1.889989,0.000000,1.000000e-12
-0.110592,0.488469,0.000000,-8.716802,-1.876357,0.000000,1.000000e-12
-0.109914,0.488925,0.000000,-8.717005,-1.862749,0.000000,1.000000e-12
-0.109237,0.489380,0.000000,-8.717189,-1.849181,0.000000,1.000000e-12
-0.108559,0.489833,0.000000,-8.717346,-1.835624,0.000000,1.000000e-12
-0.107882,0.490285,0.000000,-8.717483,-1.822103,0.000000,1.000000e-12
-0.107204,0.490737,0.000000,-8.717587,-1.808584,0.000000,1.000000e-12
-0.106528,0.491187,0.000000,-8.717675,-1.795117,0.000000,1.000000e-12
-0.105850,0.491636,0.000000,-8.717742,-1.781650,0.000000,1.000000e-12
-0.105173,0.492084,0.000000,-8.717785,-1.768224,0.000000,1.000000e-12
-0.104496,0.492530,0.000000,-8.717804,-1.754819,0.000000,1.000000e-12
-0.103819,0.492976,0.000000,-8.717800,-1.741431,0.000000,1.000000e-12
-0.103142,0.493421,0.000000,-8.717772,-1.728059,0.000000,1.000000e-12
-0.102464,0.493864,0.000000,-8.717731,-1.714723,0.000000,1.000000e-12
-0.101788,0.494305,0.000000,-8.717659,-1.701431,0.000000,1.000000e-12
-0.101111,0.494747,0.000000,-8.717566,-1.688131,0.000000,1.000000e-12
-0.100434,0.495187,0.000000,-8.717448,-1.674856,0.000000,1.000000e-12
-0.099757,0.495625,0.000000,-8.717317,-1.661622,0.000000,1.000000e-12
-0.099080,0.496062,0.000000,-8.717163,-1.648415,0.000000,1.000000e-12
-0.098403,0.496500,0.000000,-8.716983,-1.635202,0.000000,1.000000e-12
-0.097727,0.496935,0.000000,-8.716784,-1.622039,0.000000,1.000000e-12
-0.097050,0.497369,0.000000,-8.716562,-1.608891,0.000000,1.000000e-12
-0.096374,0.497802,0.000000,-8.716324,-1.595773,0.000000,1.000000e-12
-0.095697,0.498233,0.000000,-8.716058,-1.582674,0.000000,1.000000e-12
-0.095020,0.498665,0.000000,-8.715771,-1.569587,0.000000,1.000000e-12
-0.094344,0.499094,0.000000,-8.715467,-1.556547,0.000000,1.000000e-12
-0.093668,0.499523,0.000000,-8.715140,-1.543518,0.000000,1.000000e-12
-0.092992,0.499950,0.000000,-8.714794,-1.530522,0.000000,1.000000e-12
-0.092315,0.500376,0.000000,-8.714425,-1.517528,0.000000,1.000000e-12
-0.091640,0.500802,0.000000,-8.714042,-1.504574,0.000000,1.000000e-12
-0.090964,0.501225,0.000000,-8.713631,-1.491656,0.000000,1.000000e-12
-0.090288,0.501649,0.000000,-8.713202,-1.478731,0.000000,1.000000e-12
-0.089612,0.502071,0.000000,-8.712750,-1.465838,0.000000,1.000000e-12
-0.088936,0.502492,0.000000,-8.712282,-1.452983,0.000000,1.000000e-12
-0.088260,0.502912,0.000000,-8.711795,-1.440135,0.000000,1.000000e-12
-0.087585,0.503330,0.000000,-8.711284,-1.427325,0.000000,1.000000e-12
-0.086909,0.503748,0.000000,-8.710755,-1.414533,0.000000,1.000000e-12
-0.086234,0.504164,0.000000,-8.710205,-1.401766,0.000000,1.000000e-12
-0.085558,0.504580,0.000000,-8.709634,-1.389010,0.000000,1.000000e-12
-0.084883,0.504994,0.000000,-8.709049,-1.376296,0.000000,1.000000e-12
-0.084208,0.505408,0.000000,-8.708446,-1.363597,0.000000,1.000000e-12
-0.083532,0.505820,0.000000,-8.707816,-1.350910,0.000000,1.000000e-12
-0.082857,0.506231,0.000000,-8.707170,-1.338261,0.000000,1.000000e-12
-0.082182,0.506641,0.000000,-8.706501,-1.325630,0.000000,1.000000e-12
-0.081507,0.507050,0.000000,-8.705817,-1.313019,0.000000,1.000000e-12
-0.080833,0.507458,0.000000,-8.705116,-1.300443,0.000000,1.000000e-12
-0.080158,0.507865,0.000000,-8.704396,-1.287886,0.000000,1.000000e-12
-0.079484,0.508271,0.000000,-8.703657,-1.275355,0.000000,1.000000e-12
-0.078810,0.508676,0.000000,-8.702896,-1.262837,0.000000,1.000000e-12
-0.078135,0.509079,0.000000,-8.702124,-1.250352,0.000000,1.000000e-12
-0.077461,0.509482,0.000000,-8.701324,-1.237876,0.000000,1.000000e-12
-0.076787,0.509884,0.000000,-8.700511,-1.225432,0.000000,1.000000e-12
-0.076113,0.510284,0.000000,-8.699677,-1.213014,0.000000,1.000000e-12
-0.075439,0.510684,0.000000,-8.698828,-1.200609,0.000000,1.000000e-12
-0.074765,0.511082,0.000000,-8.697958,-1.188239,0.000000,1.000000e-12
-0.074092,0.511480,0.000000,-8.697072,-1.175892,0.000000,1.000000e-12
-0.073419,0.511877,0.000000,-8.696166,-1.163554,0.000000,1.000000e-12
-0.072745,0.512272,0.000000,-8.695244,-1.151251,0.000000,1.000000e-12
-0.072072,0.512666,0.000000,-8.694301,-1.138974,0.000000,1.000000e-12
-0.071398,0.513060,0.000000,-8.693340,-1.126703,0.000000,1.000000e-12
-0.070726,0.513453,0.000000,-8.692366,-1.114467,0.000000,1.000000e-12
-0.070052,0.513844,0.000000,-8.691373,-1.102248,0.000000,1.000000e-12
-0.069380,0.514234,0.000000,-8.690367,-1.090063,0.000000,1.000000e-12
-0.068707,0.514624,0.000000,-8.689336,-1.077888,0.000000,1.000000e-12
-0.068035,0.515012,0.000000,-8.688292,-1.065750,0.000000,1.000000e-12
-0.067362,0.515400,0.000000,-8.687229,-1.053617,0.000000,1.000000e-12
-0.066690,0.515785,0.000000,-8.686152,-1.041535,0.000000,1.000000e-12
-0.066018,0.516171,0.000000,-8.685058,-1.029447,0.000000,1.000000e-12
-0.065346,0.516555,0.000000,-8.683942,-1.017393,0.000000,1.000000e-12
-0.064674,0.516938,0.000000,-8.682815,-1.005370,0.000000,1.000000e-12
-0.064002,0.517322,0.000000,-8.681664,-0.993336,0.000000,1.000000e-12
-0.063331,0.517702,0.000000,-8.680508,-0.981361,0.000000,1.000000e-12
-0.062659,0.518083,0.000000,-8.679325,-0.969384,0.000000,1.000000e-12
-0.061988,0.518462,0.000000,-8.678133,-0.957461,0.000000,1.000000e-12
-0.061317,0.518840,0.000000,-8.676921,-0.945533,0.000000,1.000000e-12
-0.060645,0.519218,0.000000,-8.675690,-0.933622,0.000000,1.000000e-12
-0.059975,0.519595,0.000000,-8.674445,-0.921754,0.000000,1.000000e-12
-0.059304,0.519970,0.000000,-8.673187,-0.909906,0.000000,1.000000e-12
-0.058633,0.520344,0.000000,-8.671909,-0.898072,0.000000,1.000000e-12
-0.057963,0.520718,0.000000,-8.670616,-0.886261,0.000000,1.000000e-12
-0.057292,0.521090,0.000000,-8.669305,-0.874485,0.000000,1.000000e-12
-0.056622,0.521462,0.000000,-8.667988,-0.862718,0.000000,1.000000e-12
-0.055952,0.521832,0.000000,-8.666646,-0.850981,0.000000,1.000000e-12
-0.055283,0.522202,0.000000,-8.665292,-0.839253,0.000000,1.000000e-12
-0.054613,0.522571,0.000000,-8.663926,-0.827561,0.000000,1.000000e-12
-0.053943,0.522938,0.000000,-8.662539,-0.815892,0.000000,1.000000e-12
-0.053274,0.523305,0.000000,-8.661138,-0.804227,0.000000,1.000000e-12
-0.052605,0.523671,0.000000,-8.659723,-0.792615,0.000000,1.000000e-12
-0.051936,0.524036,0.000000,-8.658289,-0.780996,0.000000,1.000000e-12
-0.051267,0.524399,0.000000,-8.656846,-0.769418,0.000000,1.000000e-12
-0.050598,0.524762,0.000000,-8.655382,-0.757856,0.000000,1.000000e-12
-0.049929,0.525125,0.000000,-8.653904,-0.746290,0.000000,1.000000e-12
-0.049261,0.525486,0.000000,-8.652414,-0.734781,0.000000,1.000000e-12
-0.048593,0.525846,0.000000,-8.650909,-0.723289,0.000000,1.000000e-12
-0.047924,0.526206,0.000000,-8.649384,-0.711790,0.000000,1.000000e-12
-0.047256,0.526564,0.000000,-8.647852,-0.700346,0.000000,1.000000e-12
-0.046588,0.526921,0.000000,-8.646301,-0.688912,0.000000,1.000000e-12
-0.045921,0.527278,0.000000,-8.644738,-0.677506,0.000000,1.000000e-12
-0.045254,0.527633,0.000000,-8.643161,-0.666117,0.000000,1.000000e-12
-0.044586,0.527988,0.000000,-8.641569,-0.654751,0.000000,1.000000e-12
-0.043919,0.528342,0.000000,-8.639961,-0.643401,0.000000,1.000000e-12
-0.043253,0.528694,0.000000,-8.638345,-0.632093,0.000000,1.000000e-12
-0.042586,0.529046,0.000000,-8.636704,-0.620786,0.000000,1.000000e-12
-0.041919,0.529397,0.000000,-8.635057,-0.609503,0.000000,1.000000e-12
-0.041253,0.529747,0.000000,-8.633395,-0.598246,0.000000,1.000000e-12
-0.040587,0.530096,0.000000,-8.631718,-0.587014,0.000000,1.000000e-12
-0.039920,0.530444,0.000000,-8.630024,-0.575790,0.000000,1.000000e-12
-0.039255,0.530792,0.000000,-8.628323,-0.564597,0.000000,1.000000e-12
-0.038589,0.531138,0.000000,-8.626601,-0.553414,0.000000,1.000000e-12
-0.037923,0.531484,0.000000,-8.624871,-0.542269,0.000000,1.000000e-12
-0.037258,0.531828,0.000000,-8.623126,-0.531147,0.000000,1.000000e-12
-0.036593,0.532171,0.000000,-8.621371,-0.520038,0.000000,1.000000e-12
-0.035928,0.532515,0.000000,-8.619595,-0.508941,0.000000,1.000000e-12
-0.035263,0.532857,0.000000,-8.617815,-0.497878,0.000000,1.000000e-12
-0.034598,0.533198,0.000000,-8.616012,-0.486831,0.000000,1.000000e-12
-0.033934,0.533538,0.000000,-8.614203,-0.475814,0.000000,1.000000e-12
-0.033270,0.533877,0.000000,-8.612383,-0.464819,0.000000,1.000000e-12
-0.032606,0.534215,0.000000,-8.610541,-0.453833,0.000000,1.000000e-12
-0.031942,0.534553,0.000000,-8.608691,-0.442864,0.000000,1.000000e-12
-0.031278,0.534889,0.000000,-8.606831,-0.431934,0.000000,1.000000e-12
-0.030615,0.535226,0.000000,-8.604952,-0.421011,0.000000,1.000000e-12
-0.029952,0.535560,0.000000,-8.603065,-0.410113,0.000000,1.000000e-12
-0.029289,0.535894,0.000000,-8.601167,-0.399248,0.000000,1.000000e-12
-0.028625,0.536228,0.000000,-8.599251,-0.388381,0.000000,1.000000e-12
-0.027963,0.536560,0.000000,-8.597329,-0.377560,0.000000,1.000000e-12
-0.027301,0.536891,0.000000,-8.595388,-0.366749,0.000000,1.000000e-12
-0.026638,0.537222,0.000000,-8.593439,-0.355958,0.000000,1.000000e-12
-0.025976,0.537552,0.000000,-8.591471,-0.345179,0.000000,1.000000e-12
-0.025314,0.537880,0.000000,-8.589499,-0.334442,0.000000,1.000000e-12
-0.024652,0.538208,0.000000,-8.587512,-0.323706,0.000000,1.000000e-12
-0.023991,0.538535,0.000000,-8.585517,-0.313013,0.000000,1.000000e-12
-0.023330,0.538861,0.000000,-8.583505,-0.302329,0.000000,1.000000e-12
-0.022669,0.539187,0.000000,-8.581480,-0.291653,0.000000,1.000000e-12
-0.022008,0.539512,0.000000,-8.579448,-0.281013,0.000000,1.000000e-12
-0.021347,0.539836,0.000000,-8.577396,-0.270383,0.000000,1.000000e-12
-0.020686,0.540159,0.000000,-8.575338,-0.259775,0.000000,1.000000e-12
-0.020027,0.540480,0.000000,-8.573268,-0.249203,0.000000,1.000000e-12
-0.019366,0.540802,0.000000,-8.571187,-0.238638,0.000000,1.000000e-12
-0.018707,0.541121,0.000000,-8.569099,-0.228115,0.000000,1.000000e-12
-0.018047,0.541442,0.000000,-8.566993,-0.217579,0.000000,1.000000e-12
-0.017388,0.541760,0.000000,-8.564878,-0.207086,0.000000,1.000000e-12
-0.016728,0.542078,0.000000,-8.562748,-0.196600,0.000000,1.000000e-12
-0.016070,0.542396,0.000000,-8.560609,-0.186143,0.000000,1.000000e-12
-0.015411,0.542711,0.000000,-8.558466,-0.175708,0.000000,1.000000e-12
-0.014752,0.543027,0.000000,-8.556301,-0.165290,0.000000,1.000000e-12
-0.014094,0.543342,0.000000,-8.554128,-0.154897,0.000000,1.000000e-12
-0.013436,0.543656,0.000000,-8.551944,-0.144507,0.000000,1.000000e-12
-0.012778,0.543968,0.000000,-8.549752,-0.134160,0.000000,1.000000e-12
-0.012120,0.544281,0.000000,-8.547545,-0.123821,0.000000,1.000000e-12
-0.011463,0.544592,0.000000,-8.545326,-0.113501,0.000000,1.000000e-12
-0.010806,0.544903,0.000000,-8.543103,-0.103214,0.000000,1.000000e-12
-0.010148,0.545212,0.000000,-8.540863,-0.092931,0.000000,1.000000e-12
-0.009491,0.545522,0.000000,-8.538615,-0.082665,0.000000,1.000000e-12
-0.008835,0.545830,0.000000,-8.536360,-0.072430,0.000000,1.000000e-12
-0.008178,0.546137,0.000000,-8.534089,-0.062230,0.000000,1.000000e-12
-0.007522,0.546444,0.000000,-8.531810,-0.052027,0.000000,1.000000e-12
-0.006866,0.546750,0.000000,-8.529520,-0.041845,0.000000,1.000000e-12
-0.006211,0.547054,0.000000,-8.527219,-0.031701,0.000000,1.000000e-12
-0.005555,0.547358,0.000000,-8.524915,-0.021574,0.000000,1.000000e-12
-0.004900,0.547662,0.000000,-8.522592,-0.011447,0.000000,1.000000e-12
-0.004244,0.547965,0.000000,-8.520257,-0.001350,0.000000,1.000000e-12
-0.003590,0.548267,0.000000,-8.517919,0.008730,0.000000,1.000000e-12
-0.002935,0.548568,0.000000,-8.515566,0.018785,0.000000,1.000000e-12
-0.002281,0.548868,0.000000,-8.513205,0.028821,0.000000,1.000000e-12
-0.001626,0.549168,0.000000,-8.510836,0.038835,0.000000,1.000000e-12
-0.000973,0.549466,0.000000,-8.508459,0.048829,0.000000,1.000000e-12
-0.000319,0.549764,0.000000,-8.506063,0.058804,0.000000,1.000000e-12
0.000335,0.550061,0.000000,-8.503662,0.068767,0.000000,1.000000e-12
0.000988,0.550358,0.000000,-8.501250,0.078713,0.000000,1.000000e-12
0.001641,0.550654,0.000000,-8.498830,0.088627,0.000000,1.000000e-12
0.002294,0.550948,0.000000,-8.496407,0.098516,0.000000,1.000000e-12
0.002946,0.551243,0.000000,-8.493965,0.108398,0.000000,1.000000e-12
0.003599,0.551536,0.000000,-8.491515,0.118262,0.000000,1.000000e-12
0.004251,0.551829,0.000000,-8.489058,0.128099,0.000000,1.000000e-12
0.004903,0.552120,0.000000,-8.486597,0.137914,0.000000,1.000000e-12
0.005554,0.552411,0.000000,-8.484120,0.147711,0.000000,1.000000e-12
0.006206,0.552702,0.000000,-8.481629,0.157495,0.000000,1.000000e-12
0.006857,0.552991,0.000000,-8.479139,0.167254,0.000000,1.000000e-12
0.007508,0.553280,0.000000,-8.476634,0.176994,0.000000,1.000000e-12
0.008159,0.553568,0.000000,-8.474118,0.186729,0.000000,1.000000e-12
0.008809,0.553855,0.000000,-8.471601,0.196426,0.000000,1.000000e-12
0.009459,0.554142,0.000000,-8.469067,0.206113,0.000000,1.000000e-12
0.010109,0.554428,0.000000,-8.466529,0.215775,0.000000,1.000000e-12
0.010759,0.554713,0.000000,-8.463979,0.225427,0.000000,1.000000e-12
0.011408,0.554997,0.000000,-8.461420,0.235051,0.000000,1.000000e-12
0.012058,0.555281,0.000000,-8.458853,0.244659,0.000000,1.000000e-12
0.012707,0.555564,0.000000,-8.456274,0.254252,0.000000,1.000000e-12
0.013355,0.555846,0.000000,-8.453698,0.263809,0.000000,1.000000e-12
0.014004,0.556128,0.000000,-8.451098,0.273372,0.000000,1.000000e-12
0.014652,0.556408,0.000000,-8.448500,0.282899,0.000000,1.000000e-12
0.015300,0.556688,0.000000,-8.445890,0.292411,0.000000,1.000000e-12
0.015948,0.556968,0.000000,-8.443274,0.301911,0.000000,1.000000e-12
0.016596,0.557246,0.000000,-8.440650,0.311376,0.000000,1.000000e-12
0.017243,0.557524,0.000000,-8.438012,0.320838,0.000000,1.000000e-12
0.017890,0.557801,0.000000,-8.435373,0.330273,0.000000,1.000000e-12
0.018537,0.558077,0.000000,-8.432721,0.339686,0.000000,1.000000e-12
0.019183,0.558353,0.000000,-8.430061,0.349090,0.000000,1.000000e-12
0.019830,0.558628,0.000000,-8.427395,0.358469,0.000000,1.000000e-12
0.020476,0.558902,0.000000,-8.424722,0.367823,0.000000,1.000000e-12
0.021122,0.559175,0.000000,-8.422038,0.377167,0.000000,1.000000e-12
0.021768,0.559448,0.000000,-8.419340,0.386501,0.000000,1.000000e-12
0.022413,0.559721,0.000000,-8.416645,0.395804,0.000000,1.000000e-12
0.023058,0.559992,0.000000,-8.413938,0.405093,0.000000,1.000000e-12
0.023703,0.560263,0.000000,-8.411222,0.414359,0.000000,1.000000e-12
0.024347,0.560533,0.000000,-8.408499,0.423611,0.000000,1.000000e-12
0.024992,0.560803,0.000000,-8.405765,0.432850,0.000000,1.000000e-12
0.025636,0.561071,0.000000,-8.403028,0.442059,0.000000,1.000000e-12
0.026280,0.561339,0.000000,-8.400283,0.451249,0.000000,1.000000e-12
0.026923,0.561606,0.000000,-8.397532,0.460422,0.000000,1.000000e-12
0.027566,0.561872,0.000000,-8.394773,0.469569,0.000000,1.000000e-12
0.028209,0.562138,0.000000,-8.391999,0.478719,0.000000,1.000000e-12
0.028853,0.562404,0.000000,-8.389223,0.487849,0.000000,1.000000e-12
0.029495,0.562668,0.000000,-8.386441,0.496946,0.000000,1.000000e-12
0.030137,0.562932,0.000000,-8.383646,0.506030,0.000000,1.000000e-12
0.030780,0.563195,0.000000,-8.380846,0.515102,0.000000,1.000000e-12
0.031422,0.563458,0.000000,-8.378041,0.524153,0.000000,1.000000e-12
0.032063,0.563719,0.000000,-8.375230,0.533180,0.000000,1.000000e-12
0.032704,0.563980,0.000000,-8.372407,0.542192,0.000000,1.000000e-12
0.033345,0.564240,0.000000,-8.369589,0.551176,0.000000,1.000000e-12
0.033986,0.564500,0.000000,-8.366750,0.560151,0.000000,1.000000e-12
0.034627,0.564759,0.000000,-8.363910,0.569111,0.000000,1.000000e-12
0.035267,0.565018,0.000000,-8.361060,0.578053,0.000000,1.000000e-12
0.035907,0.565276,0.000000,-8.358204,0.586976,0.000000,1.000000e-12
0.036547,0.565533,0.000000,-8.355340,0.595880,0.000000,1.000000e-12
0.037186,0.565789,0.000000,-8.352476,0.604762,0.000000,1.000000e-12
0.037825,0.566045,0.000000,-8.349599,0.613628,0.000000,1.000000e-12
0.038464,0.566300,0.000000,-8.346715,0.622482,0.000000,1.000000e-12
0.039103,0.566554,0.000000,-8.343827,0.631309,0.000000,1.000000e-12
0.039742,0.566808,0.000000,-8.340930,0.640130,0.000000,1.000000e-12
0.040380,0.567061,0.000000,-8.338028,0.648929,0.000000,1.000000e-12
0.041018,0.567314,0.000000,-8.335117,0.657709,0.000000,1.000000e-12
0.041655,0.567565,0.000000,-8.332208,0.666461,0.000000,1.000000e-12
0.042293,0.567816,0.000000,-8.329285,0.675200,0.000000,1.000000e-12
0.042930,0.568067,0.000000,-8.326357,0.683928,0.000000,1.000000e-12
0.043567,0.568317,0.000000,-8.323417,0.692640,0.000000,1.000000e-12
0.044203,0.568566,0.000000,-8.320478,0.701329,0.000000,1.000000e-12
0.044840,0.568815,0.000000,-8.317528,0.710005,0.000000,1.000000e-12
0.045476,0.569063,0.000000,-8.314575,0.718656,0.000000,1.000000e-12
0.046112,0.569310,0.000000,-8.311613,0.727302,0.000000,1.000000e-12
0.046748,0.569557,0.000000,-8.308644,0.735928,0.000000,1.000000e-12
0.047383,0.569803,0.000000,-8.305673,0.744525,0.000000,1.000000e-12
0.048018,0.570049,0.000000,-8.302691,0.753119,0.000000,1.000000e-12
0.048653,0.570293,0.000000,-8.299709,0.761680,0.000000,1.000000e-12
0.049287,0.570537,0.000000,-8.296721,0.770231,0.000000,1.000000e-12
0.049922,0.570781,0.000000,-8.293722,0.778763,0.000000,1.000000e-12
0.050555,0.571023,0.000000,-8.290722,0.787273,0.000000,1.000000e-12
0.051189,0.571266,0.000000,-8.287711,0.795777,0.000000,1.000000e-12
0.051822,0.571507,0.000000,-8.284703,0.804250,0.000000,1.000000e-12
0.052456,0.571748,0.000000,-8.281675,0.812723,0.000000,1.000000e-12
0.053089,0.571989,0.000000,-8.278650,0.821170,0.000000,1.000000e-12
0.053722,0.572229,0.000000,-8.275615,0.829608,0.000000,1.000000e-12
0.054354,0.572468,0.000000,-8.272577,0.838024,0.000000,1.000000e-12
0.054986,0.572706,0.000000,-8.269538,0.846410,0.000000,1.000000e-12
0.055618,0.572944,0.000000,-8.266485,0.854790,0.000000,1.000000e-12
0.056250,0.573182,0.000000,-8.263426,0.863163,0.000000,1.000000e-12
0.056881,0.573418,0.000000,-8.260369,0.871502,0.000000,1.000000e-12
0.057512,0.573655,0.000000,-8.257305,0.879831,0.000000,1.000000e-12
0.058143,0.573890,0.000000,-8.254235,0.888142,0.000000,1.000000e-12
0.058773,0.574125,0.000000,-8.251158,0.896433,0.000000,1.000000e-12
0.059403,0.574359,0.000000,-8.248076,0.904712,0.000000,1.000000e-12
0.060033,0.574593,0.000000,-8.244988,0.912968,0.000000,1.000000e-12
0.060663,0.574826,0.000000,-8.241897,0.921222,0.000000,1.000000e-12
0.061292,0.575058,0.000000,-8.238798,0.929440,0.000000,1.000000e-12
0.061922,0.575290,0.000000,-8.235690,0.937658,0.000000,1.000000e-12
0.062551,0.575522,0.000000,-8.232582,0.945856,0.000000,1.000000e-12
0.063179,0.575753,0.000000,-8.229468,0.954029,0.000000,1.000000e-12
0.063807,0.575983,0.000000,-8.226352,0.962189,0.000000,1.000000e-12
0.064436,0.576212,0.000000,-8.223228,0.970335,0.000000,1.000000e-12
0.065064,0.576441,0.000000,-8.220095,0.978469,0.000000,1.000000e-12
0.065691,0.576670,0.000000,-8.216961,0.986578,0.000000,1.000000e-12
0.066318,0.576898,0.000000,-8.213821,0.994677,0.000000,1.000000e-12
0.066945,0.577124,0.000000,-8.210677,1.002747,0.000000,1.000000e-12
0.067572,0.577351,0.000000,-8.207528,1.010814,0.000000,1.000000e-12
0.068198,0.577577,0.000000,-8.204375,1.018852,0.000000,1.000000e-12
0.068825,0.577803,0.000000,-8.201215,1.026890,0.000000,1.000000e-12
0.069450,0.578027,0.000000,-8.198052,1.034894,0.000000,1.000000e-12
0.070076,0.578252,0.000000,-8.194883,1.042894,0.000000,1.000000e-12
0.070701,0.578475,0.000000,-8.191710,1.050867,0.000000,1.000000e-12
0.071326,0.578698,0.000000,-8.188535,1.058832,0.000000,1.000000e-12
0.071951,0.578921,0.000000,-8.185350,1.066784,0.000000,1.000000e-12
0.072576,0.579143,0.000000,-8.182162,1.074721,0.000000,1.000000e-12
0.073200,0.579365,0.000000,-8.178969,1.082632,0.000000,1.000000e-12
0.073824,0.579585,0.000000,-8.175776,1.090525,0.000000,1.000000e-12
0.074448,0.579805,0.000000,-8.172573,1.098409,0.000000,1.000000e-12
0.075071,0.580026,0.000000,-8.169364,1.106288,0.000000,1.000000e-12
0.075694,0.580245,0.000000,-8.166156,1.114135,0.000000,1.000000e-12
0.076317,0.580464,0.000000,-8.162942,1.121969,0.000000,1.000000e-12
0.076940,0.580681,0.000000,-8.159724,1.129784,0.000000,1.000000e-12
0.077562,0.580899,0.000000,-8.156499,1.137594,0.000000,1.000000e-12
0.078184,0.581116,0.000000,-8.153274,1.145373,0.000000,1.000000e-12
0.078806,0.581332,0.000000,-8.150045,1.153141,0.000000,1.000000e-12
0.079427,0.581548,0.000000,-8.146807,1.160894,0.000000,1.000000e-12
0.080049,0.581764,0.000000,-8.143562,1.168642,0.000000,1.000000e-12
0.080670,0.581978,0.000000,-8.140318,1.176363,0.000000,1.000000e-12
0.081291,0.582193,0.000000,-8.137067,1.184080,0.000000,1.000000e-12
0.081911,0.582406,0.000000,-8.133818,1.191765,0.000000,1.000000e-12
0.082531,0.582619,0.000000,-8.130562,1.199442,0.000000,1.000000e-12
0.083151,0.582832,0.000000,-8.127298,1.207098,0.000000,1.000000e-12
0.083770,0.583044,0.000000,-8.124036,1.214743,0.000000,1.000000e-12
0.084389,0.583255,0.000000,-8.120767,1.222370,0.000000,1.000000e-12
0.085008,0.583467,0.000000,-8.117491,1.229992,0.000000,1.000000e-12
0.085627,0.583676,0.000000,-8.114218,1.237583,0.000000,1.000000e-12
0.086245,0.583886,0.000000,-8.110938,1.245161,0.000000,1.000000e-12
0.086864,0.584096,0.000000,-8.107653,1.252730,0.000000,1.000000e-12
0.087482,0.584305,0.000000,-8.104360,1.260288,0.000000,1.000000e-12
0.088099,0.584513,0.000000,-8.101066,1.267823,0.000000,1.000000e-12
0.088716,0.584721,0.000000,-8.097775,1.275339,0.000000,1.000000e-12
0.089334,0.584928,0.000000,-8.094467,1.282861,0.000000,1.000000e-12
0.089951,0.585135,0.000000,-8.091166,1.290343,0.000000,1.000000e-12
0.090567,0.585341,0.000000,-8.087860,1.297810,0.000000,1.000000e-12
0.091183,0.585546,0.000000,-8.084553,1.305263,0.000000,1.000000e-12
0.091799,0.585752,0.000000,-8.081233,1.312716,0.000000,1.000000e-12
0.092415,0.585956,0.000000,-8.077916,1.320144,0.000000,1.000000e-12
0.093030,0.586161,0.000000,-8.074592,1.327564,0.000000,1.000000e-12
0.093645,0.586364,0.000000,-8.071266,1.334959,0.000000,1.000000e-12
0.094260,0.586567,0.000000,-8.067941,1.342334,0.000000,1.000000e-12
0.094874,0.586770,0.000000,-8.064606,1.349706,0.000000,1.000000e-12
0.095489,0.586971,0.000000,-8.061270,1.357057,0.000000,1.000000e-12
0.096103,0.587173,0.000000,-8.057929,1.364398,0.000000,1.000000e-12
0.096716,0.587374,0.000000,-8.054586,1.371718,0.000000,1.000000e-12
0.097329,0.587574,0.000000,-8.051243,1.379020,0.000000,1.000000e-12
0.097943,0.587774,0.000000,-8.047891,1.386319,0.000000,1.000000e-12
0.098556,0.587974,0.000000,-8.044538,1.393595,0.000000,1.000000e-12
0.099168,0.588172,0.000000,-8.041183,1.400854,0.000000,1.000000e-12
0.099781,0.588371,0.000000,-8.037822,1.408103,0.000000,1.000000e-12
0.100392,0.588569,0.000000,-8.034462,1.415332,0.000000,1.000000e-12
0.101004,0.588766,0.000000,-8.031096,1.422548,0.000000,1.000000e-12
0.101616,0.588963,0.000000,-8.027723,1.429761,0.000000,1.000000e-12
0.102227,0.589160,0.000000,-8.024353,1.436949,0.000000,1.000000e-12
0.102838,0.589356,0.000000,-8.020978,1.444116,0.000000,1.000000e-12
0.103448,0.589551,0.000000,-8.017598,1.451276,0.000000,1.000000e-12
0.104059,0.589746,0.000000,-8.014215,1.458424,0.000000,1.000000e-12
0.104669,0.589941,0.000000,-8.010834,1.465549,0.000000,1.000000e-12
0.105279,0.590135,0.000000,-8.007444,1.472669,0.000000,1.000000e-12
